ASL,,,,,,,,,,,,,
경기번호,구분,선수명,종족,승/패,MAP,승/패,종족,선수명,,,,,
422,,박성균,T,승,트랜지스터,패,Z,김윤환,,,,,
423,,도재욱,P,승,트랜지스터,패,T,유영진,,,,,
424,,도재욱,P,승,글래디에이터,패,Z,김윤환,,,,,
425,,김성현,T,패,스파클,승,Z,한두열,,,,,
426,,윤찬희,T,패,스파클,승,P,장윤철,,,,,
427,,한두열,Z,승,트랜지스터,패,P,장윤철,,,,,
428,,윤찬희,T,패,트랜지스터,승,T,김성현,,,,,
429,,김성현,T,패,글래디에이터,승,P,장윤철,,,,,
430,,조기석,T,패,스파클,승,Z,김성대,,,,,
431,,김민철,Z,패,스파클,승,P,변현제,,,,,
432,,김성대,Z,패,트랜지스터,승,P,변현제,,,,,
433,,김민철,Z,승,트랜지스터,패,T,조기석,,,,,
434,,김민철,Z,패,글래디에이터,승,Z,김성대,,,,,
435,,염보성,T,승,스파클,패,P,박지호,,,,,
436,,이제동,Z,승,스파클,패,P,진영화,,,,,
437,,염보성,T,패,트랜지스터,승,Z,이제동,,,,,
438,,박지호,P,패,트랜지스터,승,P,진영화,,,,,
439,,염보성,T,패,글래디에이터,승,P,진영화,,,,,
440,"ASL Season 5
16강",이영호,T,승,트랜지스터,패,T,박성균,,,,,
441,,한두열,Z,패,트랜지스터,승,Z,이영한,,,,,
442,,이영호,T,승,제3세계,패,Z,이영한,,,,,
443,,한두열,Z,패,제3세계,승,T,박성균,,,,,
444,,박성균,T,승,글래디에이터,패,Z,이영한,,,,,
445,,조일장,Z,승,트랜지스터,패,P,도재욱,,,,,
446,,송병구,P,패,트랜지스터,승,P,장윤철,,,,,
447,,조일장,Z,승,제3세계,패,P,장윤철,,,,,
448,,송병구,P,패,제3세계,승,P,도재욱,,,,,
449,,도재욱,P,패,글래디에이터,승,P,장윤철,,,,,
450,,임홍규,Z,승,트랜지스터,패,Z,이제동,,,,,
451,,김윤중,P,승,트랜지스터,패,Z,김정우,,,,,
452,,김윤중,P,승,제3세계,패,Z,임홍규,,,,,
453,,이제동,Z,패,제3세계,승,Z,김정우,,,,,
454,,임홍규,Z,승,글래디에이터,패,Z,김정우,,,,,
455,,정윤종,P,패,트랜지스터,승,Z,김성대,,,,,
456,,진영화,P,패,트랜지스터,승,P,변현제,,,,,
457,,김성대,Z,패,제3세계,승,P,변현제,,,,,
458,,진영화,P,패,제3세계,승,P,정윤종,,,,,
459,,정윤종,P,승,글래디에이터,패,Z,김성대,,,,,
460,"ASL Season 5 
8강",김윤중,P,패,트랜지스터,승,P,정윤종,,,,,
461,,김윤중,P,승,제3세계,패,P,정윤종,,,,,
462,,김윤중,P,패,글래디에이터,승,P,정윤종,,,,,
463,,김윤중,P,패,스파클,승,P,정윤종,,,,,
464,,조일장,Z,승,제3세계,패,T,박성균,,,,,
465,,조일장,Z,패,트랜지스터,승,T,박성균,,,,,
466,,조일장,Z,승,스파클,패,T,박성균,,,,,
467,,조일장,Z,패,글래디에이터,승,T,박성균,,,,,
468,,조일장,Z,승,제3세계,패,T,박성균,,,,,
469,,변현제,P,승,제3세계,패,Z,임홍규,,,,,
470,,변현제,P,승,글래디에이터,패,Z,임홍규,,,,,
471,,변현제,P,승,스파클,패,Z,임홍규,,,,,
472,,이영호,T,패,제3세계,승,P,장윤철,,,,,
473,,이영호,T,승,스파클,패,P,장윤철,,,,,
474,,이영호,T,패,글래디에이터,승,P,장윤철,,,,,
475,,이영호,T,승,트랜지스터,패,P,장윤철,,,,,
476,,이영호,T,패,제3세계,승,P,장윤철,,,,,
477,"ASL Season 5
4강",정윤종,P,승,트랜지스터,패,Z,조일장,,,,,
478,,정윤종,P,승,제3세계,패,Z,조일장,,,,,
479,,정윤종,P,패,글래디에이터,승,Z,조일장,,,,,
480,,정윤종,P,승,스파클,패,Z,조일장,,,,,
481,,변현제,P,패,트랜지스터,승,P,장윤철,,,,,
482,,변현제,P,승,글래디에이터,패,P,장윤철,,,,,
483,,변현제,P,패,스파클,승,P,장윤철,,,,,
484,,변현제,P,패,제3세계,승,P,장윤철,,,,,
485,"ASL Season 5
3-4위전",조일장,Z,패,제3세계,승,P,변현제,,,,,
486,,조일장,Z,패,스파클,승,P,변현제,,,,,
487,,조일장,Z,승,트랜지스터,패,P,변현제,,,,,
488,,조일장,Z,승,글래디에이터,패,P,변현제,,,,,
489,,조일장,Z,승,제3세계,패,P,변현제,,,,,
490,"ASL Season 5
결승전",정윤종,P,승,제3세계,패,P,장윤철,,,,,
491,,정윤종,P,승,트랜지스터,패,P,장윤철,,,,,
492,,정윤종,P,패,글래디에이터,승,P,장윤철,,,,,
493,,정윤종,P,승,스파클,패,P,장윤철,,,,,
494,"ASL Season 6
와일드카드",박성균,T,패,투혼,승,P,김윤중,,,,,
495,,박성균,T,승,매치포인트,패,P,김윤중,,,,,
496,,박성균,T,패,글래디에이터,승,P,김윤중,,,,,
497,,박성균,T,승,매치포인트,패,T,이영호,,,,,
498,,박성균,T,패,글래디에이터,승,T,이영호,,,,,
499,,박성균,T,패,서킷브레이커,승,T,이영호,,,,,
500,,이영호,T,승,서킷브레이커,패,P,김윤중,,,,,
501,,이영호,T,승,매치포인트,패,P,김윤중,,,,,
502,"ASL Season 6
24강",염보성,T,승,실피드,패,P,이경민,,,,,
503,,이제동,Z,승,실피드,패,Z,박준오,,,,,
504,,이제동,Z,승,아우토반,패,T,염보성,,,,,
505,,이경민,P,패,아우토반,승,Z,박준오,,,,,
506,,염보성,T,승,서킷브레이커,패,Z,박준오,,,,,
507,,김윤중,P,승,실피드,패,T,강태완,,,,,
508,,이영한,Z,승,실피드,패,Z,한두열,,,,,
509,,이영한,Z,승,아우토반,패,P,김윤중,,,,,
510,,강태완,T,패,아우토반,승,Z,한두열,,,,,
511,,김윤중,P,승,서킷브레이커,패,Z,한두열,,,,,
512,,박성균,T,승,실피드,패,Z,이예훈,,,,,
513,,도재욱,P,승,실피드,패,P,진영화,,,,,
514,,도재욱,P,승,아우토반,패,T,박성균,,,,,
515,,이예훈,Z,패,아우토반,승,P,진영화,,,,,
516,,박성균,T,승,서킷브레이커,패,P,진영화,,,,,
517,,김정우,Z,패,실피드,승,Z,김성대,,,,,
518,,윤찬희,T,승,실피드,패,P,송병구,,,,,
519,,윤찬희,T,패,아우토반,승,Z,김성대,,,,,
520,,김정우,Z,승,아우토반,패,P,송병구,,,,,
521,,윤찬희,T,패,서킷브레이커,승,Z,김정우,,,,,
522,,김성현,T,승,실피드,패,Z,김윤환,,,,,
523,,김민철,Z,승,실피드,패,T,유영진,,,,,
524,,김민철,Z,패,아우토반,승,T,김성현,,,,,
525,,김윤환,Z,패,아우토반,승,T,유영진,,,,,
526,,김민철,Z,승,서킷브레이커,패,T,유영진,,,,,
527,,김승현,P,승,실피드,패,T,이재호,,,,,
528,,김승현,P,패,아우토반,승,T,조기석,,,,,
529,,김승현,P,패,서킷브레이커,승,T,이재호,,,,,
530,"ASL Season 6
16강",정윤종,P,패,네오 트랜지스터,승,T,조기석,,,,,
531,,박성균,T,패,네오 트랜지스터,승,T,염보성,,,,,
532,,조기석,T,승,실피드,패,T,염보성,,,,,
533,,박성균,T,패,실피드,승,P,정윤종,,,,,
534,,정윤종,P,승,서킷브레이커,패,T,염보성,,,,,
535,,장윤철,P,승,네오 트랜지스터,패,P,김윤중,,,,,
536,,김민철,Z,패,네오 트랜지스터,승,Z,김정우,,,,,
537,,장윤철,P,패,실피드,승,Z,김정우,,,,,
538,,김민철,Z,패,실피드,승,P,김윤중,,,,,
539,,장윤철,P,패,서킷브레이커,승,P,김윤중,,,,,
540,,변현제,P,승,네오 트랜지스터,패,Z,이영한,,,,,
541,,도재욱,P,패,네오 트랜지스터,승,T,김성현,,,,,
542,,변현제,P,승,실피드,패,T,김성현,,,,,
543,,도재욱,P,승,실피드,패,Z,이영한,,,,,
544,,도재욱,P,패,서킷브레이커,승,T,김성현,,,,,
545,,이영호,T,패,네오 트랜지스터,승,Z,이제동,,,,,
546,,김성대,Z,승,네오 트랜지스터,패,T,이재호,,,,,
547,,김성대,Z,승,실피드,패,Z,이제동,,,,,
548,,이영호,T,승,실피드,패,T,이재호,,,,,
549,,이영호,T,승,서킷브레이커,패,Z,이제동,,,,,
550,"ASL Season 6
8강",조기석,T,패,아우토반,승,T,김성현,,,,,
551,,조기석,T,패,네오 트랜지스터,승,T,김성현,,,,,
552,,조기석,T,패,서킷브레이커,승,T,김성현,,,,,
553,,김정우,Z,승,서킷브레이커,패,P,정윤종,,,,,
554,,김정우,Z,패,실피드,승,P,정윤종,,,,,
555,,김정우,Z,승,아우토반,패,P,정윤종,,,,,
556,,김정우,Z,승,네오 트랜지스터,패,P,정윤종,,,,,
557,,김성대,Z,패,실피드,승,P,김윤중,,,,,
558,,김성대,Z,승,네오 트랜지스터,패,P,김윤중,,,,,
559,,김성대,Z,승,아우토반,패,P,김윤중,,,,,
560,,김성대,Z,패,서킷브레이커,승,P,김윤중,,,,,
561,,김성대,Z,패,실피드,승,P,김윤중,,,,,
562,,변현제,P,패,실피드,승,T,이영호,,,,,
563,,변현제,P,패,서킷브레이커,승,T,이영호,,,,,
564,,변현제,P,패,네오 트랜지스터,승,T,이영호,,,,,
565,"ASL Season 6
4강",김성현,T,승,실피드,패,Z,김정우,,,,,
566,,김성현,T,패,서킷브레이커,승,Z,김정우,,,,,
567,,김성현,T,패,네오 트랜지스터,승,Z,김정우,,,,,
568,,김성현,T,승,아우토반,패,Z,김정우,,,,,
569,,김성현,T,패,실피드,승,Z,김정우,,,,,
570,,김윤중,P,패,서킷브레이커,승,T,이영호,,,,,
571,,김윤중,P,패,아우토반,승,T,이영호,,,,,
572,,김윤중,P,패,실피드,승,T,이영호,,,,,
573,"ASL Season 6
3-4위전",김성현,T,승,아우토반,패,P,김윤중,,,,,
574,,김성현,T,승,실피드,패,P,김윤중,,,,,
575,,김성현,T,승,서킷브레이커,패,P,김윤중,,,,,
576,"ASL Season 6
결승전",김정우,Z,승,아우토반,패,T,이영호,,,,,
577,,김정우,Z,패,네오 트랜지스터,승,T,이영호,,,,,
578,,김정우,Z,패,서킷브레이커,승,T,이영호,,,,,
579,,김정우,Z,승,실피드,패,T,이영호,,,,,
580,,김정우,Z,승,아우토반,패,T,이영호,,,,,
581,"ASL Season 7
WILD CARD",정윤종,P,승,글래디에이터,패,T,조기석,,,,,
582,,정윤종,P,승,폴라리스 랩소디,패,T,조기석,,,,,
583,,정윤종,P,패,투혼,승,T,조기석,,,,,
584,,정윤종,P,패,네오 트랜지스터,승,T,조기석,,,,,
585,,정윤종,P,패,글래디에이터,승,T,조기석,,,,,
586,,김성대,Z,승,폴라리스 랩소디,패,P,변현제,,,,,
587,,김성대,Z,패,투혼,승,P,변현제,,,,,
588,,김성대,Z,승,네오 트랜지스터,패,P,변현제,,,,,
589,,김성대,Z,패,글래디에이터,승,P,변현제,,,,,
590,,김성대,Z,패,폴라리스 랩소디,승,P,변현제,,,,,
591,"ASL Season 7
24강",임홍규,Z,승,블록체인,패,T,이윤열,,,,,
592,,유영진,T,패,블록체인,승,P,이경민,,,,,
593,,임홍규,Z,승,화이트아웃,패,P,이경민,,,,,
594,,유영진,T,패,화이트아웃,승,T,이윤열,,,,,
595,,이윤열,T,패,매치포인트,승,P,이경민,,,,,
596,,장윤철,P,승,블록체인,패,T,현지섭,,,,,
597,,김성대,Z,승,블록체인,패,T,임진묵,,,,,
598,,김성대,Z,패,화이트아웃,승,P,장윤철,,,,,
599,,현지섭,T,패,화이트아웃,승,T,임진묵,,,,,
600,,김성대,Z,패,매치포인트,승,T,임진묵,,,,,
601,,도재욱,P,승,블록체인,패,Z,서문지훈,,,,,
602,,윤찬희,T,패,블록체인,승,Z,이예훈,,,,,
603,,도재욱,P,승,화이트아웃,패,Z,이예훈,,,,,
604,,윤찬희,T,승,화이트아웃,패,Z,서문지훈,,,,,
605,,윤찬희,T,패,매치포인트,승,Z,이예훈,,,,,
606,,박성균,T,승,블록체인,패,Z,김현우,,,,,
607,,이재호,T,패,블록체인,승,Z,김경모,,,,,
608,,박성균,T,승,화이트아웃,패,Z,김경모,,,,,
609,,이재호,T,패,화이트아웃,승,Z,김현우,,,,,
610,,김경모,Z,패,매치포인트,승,Z,김현우,,,,,
611,,정윤종,P,승,블록체인,패,T,정영재,,,,,
612,,한두열,Z,패,블록체인,승,Z,김윤환,,,,,
613,,정윤종,P,승,화이트아웃,패,Z,김윤환,,,,,
614,,한두열,Z,승,화이트아웃,패,T,정영재,,,,,
615,,한두열,Z,패,매치포인트,승,Z,김윤환,,,,,
616,,김민철,Z,승,블록체인,패,P,박지훈,,,,,
617,,김승현,P,승,블록체인,패,T,강태완,,,,,
618,,김승현,P,패,화이트아웃,승,Z,김민철,,,,,
619,,박지훈,P,승,화이트아웃,패,T,강태완,,,,,
620,,김승현,P,승,매치포인트,패,P,박지훈,,,,,
621,"ASL Season 7
16강",김정우,Z,승,화이트아웃,패,P,김승현,,,,,
622,,이경민,P,승,화이트아웃,패,T,임진묵,,,,,
623,,김정우,Z,승,네오 실피드,패,P,이경민,,,,,
624,,김승현,P,승,네오 실피드,패,T,임진묵,,,,,
625,,이경민,P,승,블록체인,패,P,김승현,,,,,
626,,김성현,T,패,화이트아웃,승,Z,김윤환,,,,,
627,,김민철,Z,패,화이트아웃,승,P,장윤철,,,,,
628,,김윤환,Z,승,네오 실피드,패,P,장윤철,,,,,
629,,김성현,T,승,네오 실피드,패,Z,김민철,,,,,
630,,김성현,T,승,블록체인,패,P,장윤철,,,,,
631,,조기석,T,승,화이트아웃,패,T,박성균,,,,,
632,,김현우,Z,패,화이트아웃,승,P,도재욱,,,,,
633,,조기석,T,승,네오 실피드,패,P,도재욱,,,,,
634,,김현우,Z,패,네오 실피드,승,T,박성균,,,,,
635,,박성균,T,승,블록체인,패,P,도재욱,,,,,
636,,변현제,P,패,화이트아웃,승,Z,임홍규,,,,,
637,,이예훈,Z,패,화이트아웃,승,P,정윤종,,,,,
638,,임홍규,Z,패,네오 실피드,승,P,정윤종,,,,,
639,,이예훈,Z,패,네오 실피드,승,P,변현제,,,,,
640,,변현제,P,승,블록체인,패,Z,임홍규,,,,,
641,"ASL Season 7
8강",김윤환,Z,승,네오 실피드,패,P,변현제,,,,,
642,,김윤환,Z,패,화이트아웃,승,P,변현제,,,,,
643,,김윤환,Z,패,매치포인트,승,P,변현제,,,,,
644,,김윤환,Z,패,블록체인,승,P,변현제,,,,,
645,,김정우,Z,승,매치포인트,패,T,박성균,,,,,
646,,김정우,Z,패,화이트아웃,승,T,박성균,,,,,
647,,김정우,Z,승,블록체인,패,T,박성균,,,,,
648,,김정우,Z,승,네오 실피드,패,T,박성균,,,,,
649,,조기석,T,승,화이트아웃,패,T,김성현,,,,,
650,,조기석,T,패,블록체인,승,T,김성현,,,,,
651,,조기석,T,패,네오 실피드,승,T,김성현,,,,,
652,,조기석,T,승,매치포인트,패,T,김성현,,,,,
653,,조기석,T,패,화이트아웃,승,T,김성현,,,,,
654,,정윤종,P,승,화이트아웃,패,P,이경민,,,,,
655,,정윤종,P,승,매치포인트,패,P,이경민,,,,,
656,,정윤종,P,승,블록체인,패,P,이경민,,,,,
657,"ASL Season 7 
4강",변현제,P,승,네오 실피드,패,Z,김정우,,,,,
658,,변현제,P,승,매치포인트,패,Z,김정우,,,,,
659,,변현제,P,패,화이트아웃,승,Z,김정우,,,,,
660,,변현제,P,패,블록체인,승,Z,김정우,,,,,
661,,변현제,P,승,네오 실피드,패,Z,김정우,,,,,
662,,김성현,T,승,블록체인,패,P,정윤종,,,,,
663,,김성현,T,패,화이트아웃,승,P,정윤종,,,,,
664,,김성현,T,패,네오 실피드,승,P,정윤종,,,,,
665,,김성현,T,승,매치포인트,패,P,정윤종,,,,,
666,,김성현,T,승,블록체인,패,P,정윤종,,,,,
667,"ASL Season 7 
3-4위전",김정우,Z,승,매치포인트,패,P,정윤종,,,,,
668,,김정우,Z,승,네오 실피드,패,P,정윤종,,,,,
669,,김정우,Z,승,화이트아웃,패,P,정윤종,,,,,
670,"ASL Season 7
결승전",변현제,P,패,네오 실피드,승,T,김성현,,,,,
671,,변현제,P,승,매치포인트,패,T,김성현,,,,,
672,,변현제,P,패,화이트아웃,승,T,김성현,,,,,
673,,변현제,P,패,블록체인,승,T,김성현,,,,,
674,"ASL Season 8
WILD CARD",조기석,T,패,네오 그라운드제로,승,Z,김윤환,,,,,
675,,조기석,T,승,블록체인 SE,패,Z,김윤환,,,,,
676,,조기석,T,패,네오 실피드,승,Z,김윤환,,,,,
677,,조기석,T,패,네오 실피드,승,P,이경민,,,,,
678,,조기석,T,패,오버워치(2),승,P,이경민,,,,,
679,,김윤환,Z,패,오버워치(2),승,P,이경민,,,,,
680,,김윤환,Z,패,네오 그라운드제로,승,P,이경민,,,,,
681,"ASL Season 8
24강",이영호,T,승,멀티버스,패,Z,박상현,,,,,
682,,김승현,P,패,멀티버스,승,Z,이예훈,,,,,
683,,이영호,T,패,네오 실피드,승,Z,이예훈,,,,,
684,,김승현,P,패,네오 실피드,승,Z,박상현,,,,,
685,,이영호,T,승,네오 그라운드제로,패,Z,박상현,,,,,
686,,임홍규,Z,승,멀티버스,패,P,김범수,,,,,
687,,윤찬희,T,패,멀티버스,승,T,유영진,,,,,
688,,임홍규,Z,패,네오 실피드,승,T,유영진,,,,,
689,,윤찬희,T,패,네오 실피드,승,P,김범수,,,,,
690,,임홍규,Z,승,네오 그라운드제로,패,P,김범수,,,,,
691,,장윤철,P,패,멀티버스,승,Z,서문지훈,,,,,
692,,이제동,Z,승,멀티버스,패,P,김재훈,,,,,
693,,이제동,Z,패,네오 실피드,승,Z,서문지훈,,,,,
694,,장윤철,P,승,네오 실피드,패,P,김재훈,,,,,
695,,이제동,Z,패,네오 그라운드제로,승,P,장윤철,,,,,
696,,김민철,Z,승,멀티버스,패,T,김태영,,,,,
697,,김성대,Z,승,멀티버스,패,T,임진묵,,,,,
698,,김성대,Z,승,네오 실피드,패,Z,김민철,,,,,
699,,김태영,T,승,네오 실피드,패,T,임진묵,,,,,
700,,김민철,Z,승,네오 그라운드제로,패,T,김태영,,,,,
701,,조기석,T,승,멀티버스,패,Z,박재혁,,,,,
702,,송병구,P,승,멀티버스,패,Z,김윤환,,,,,
703,,송병구,P,승,네오 실피드,패,T,조기석,,,,,
704,,박재혁,Z,승,네오 실피드,패,Z,김윤환,,,,,
705,,조기석,T,승,네오 그라운드제로,패,Z,박재혁,,,,,
706,,도재욱,P,승,멀티버스,패,T,정영재,,,,,
707,,이재호,T,승,멀티버스,패,Z,한두열,,,,,
708,,이재호,T,패,네오 실피드,승,P,도재욱,,,,,
709,,정영재,T,승,네오 실피드,패,Z,한두열,,,,,
710,,이재호,T,승,네오 그라운드제로,패,T,정영재,,,,,
711,"ASL Season 8
16강",김성현,T,승,트라이포드,패,T,유영진,,,,,
712,,조기석,T,승,트라이포드,패,Z,서문지훈,,,,,
713,,조기석,T,패,네오 실피드,승,T,김성현,,,,,
714,,조기석,T,패,오버워치(2),승,T,김성현,,,,,
715,,유영진,T,승,블록체인 SE,패,Z,서문지훈,,,,,
716,,유영진,T,승,멀티버스,패,Z,서문지훈,,,,,
717,,조기석,T,패,네오 실피드,승,T,유영진,,,,,
718,,조기석,T,승,오버워치(2),패,T,유영진,,,,,
719,,조기석,T,승,멀티버스,패,T,유영진,,,,,
720,,변현제,P,패,트라이포드,승,Z,임홍규,,,,,
721,,김성대,Z,승,트라이포드,패,T,이재호,,,,,
722,,김성대,Z,패,블록체인 SE,승,Z,임홍규,,,,,
723,,김성대,Z,승,네오 실피드,패,Z,임홍규,,,,,
724,,김성대,Z,승,멀티버스,패,Z,임홍규,,,,,
725,,변현제,P,패,오버워치(2),승,T,이재호,,,,,
726,,변현제,P,패,네오 그라운드제로,승,T,이재호,,,,,
727,,임홍규,Z,패,신 피의능선,승,T,이재호,,,,,
728,,임홍규,Z,패,오버워치(2),승,T,이재호,,,,,
729,,정윤종,P,승,트라이포드,패,P,장윤철,,,,,
730,,송병구,P,패,트라이포드,승,P,도재욱,,,,,
731,,정윤종,P,승,블록체인 SE,패,P,도재욱,,,,,
732,,정윤종,P,승,네오 실피드,패,P,도재욱,,,,,
733,,송병구,P,승,네오 실피드,패,P,장윤철,,,,,
734,,송병구,P,패,오버워치(2),승,P,장윤철,,,,,
735,,송병구,P,패,멀티버스,승,P,장윤철,,,,,
736,,장윤철,P,승,오버워치(2),패,P,도재욱,,,,,
737,,장윤철,P,승,블록체인 SE,패,P,도재욱,,,,,
738,,이경민,P,패,트라이포드,승,Z,이예훈,,,,,
739,,이영호,T,승,트라이포드,패,Z,김민철,,,,,
740,,이영호,T,승,네오 실피드,패,Z,이예훈,,,,,
741,,이영호,T,승,신 피의능선,패,Z,이예훈,,,,,
742,,이경민,P,패,오버워치(2),승,Z,김민철,,,,,
743,,이경민,P,패,네오 그라운드제로,승,Z,김민철,,,,,
744,,이예훈,Z,승,네오 실피드,패,Z,김민철,,,,,
745,,이예훈,Z,승,네오 그라운드제로,패,Z,김민철,,,,,
746,"ASL Season 8
8강",김성현,T,패,네오 실피드,승,P,장윤철,,,,,
747,,김성현,T,패,신 피의능선,승,P,장윤철,,,,,
748,,김성현,T,패,블록체인 SE,승,P,장윤철,,,,,
749,,김성대,Z,패,트라이포드,승,T,조기석,,,,,
750,,김성대,Z,승,네오 그라운드제로,패,T,조기석,,,,,
751,,김성대,Z,패,네오 실피드,승,T,조기석,,,,,
752,,김성대,Z,승,신 피의능선,패,T,조기석,,,,,
753,,김성대,Z,승,블록체인 SE,패,T,조기석,,,,,
754,,이영호,T,승,오버워치(2),패,T,이재호,,,,,
755,,이영호,T,패,트라이포드,승,T,이재호,,,,,
756,,이영호,T,승,블록체인 SE,패,T,이재호,,,,,
757,,이영호,T,승,네오 그라운드제로,패,T,이재호,,,,,
758,,정윤종,P,승,오버워치(2),패,Z,이예훈,,,,,
759,,정윤종,P,승,네오 그라운드제로,패,Z,이예훈,,,,,
760,,정윤종,P,승,네오 실피드,패,Z,이예훈,,,,,
761,"ASL Season 8
4강",장윤철,P,패,신 피의능선,승,Z,김성대,,,,,
762,,장윤철,P,승,네오 실피드,패,Z,김성대,,,,,
763,,장윤철,P,승,오버워치(2),패,Z,김성대,,,,,
764,,장윤철,P,승,트라이포드,패,Z,김성대,,,,,
765,,이영호,T,승,네오 실피드,패,P,정윤종,,,,,
766,,이영호,T,승,블록체인 SE,패,P,정윤종,,,,,
767,,이영호,T,승,오버워치(2),패,P,정윤종,,,,,
768,"ASL Season 8
3-4위전",김성대,Z,승,네오 실피드,패,P,정윤종,,,,,
769,,김성대,Z,패,오버워치(2),승,P,정윤종,,,,,
770,,김성대,Z,패,네오 그라운드제로,승,P,정윤종,,,,,
771,,김성대,Z,패,트라이포드,승,P,정윤종,,,,,
772,"ASL Season 8
결승전",장윤철,P,패,멀티버스,승,T,이영호,,,,,
773,,장윤철,P,패,네오 실피드,승,T,이영호,,,,,
774,,장윤철,P,패,트라이포드,승,T,이영호,,,,,
775,,장윤철,P,패,신 피의능선,승,T,이영호,,,,,
776,"ASL Season 9
WILD CARD",이재호,T,승,화이트아웃,패,Z,이예훈,,,,,
777,,이재호,T,승,투혼,패,Z,이예훈,,,,,
778,,이재호,T,패,매치포인트,승,T,조기석,,,,,
779,,이재호,T,패,네오 실피드,승,T,조기석,,,,,
780,,이예훈,Z,승,네오 실피드,패,T,조기석,,,,,
781,,이예훈,Z,패,투혼,승,T,조기석,,,,,
782,,이예훈,Z,패,매치포인트,승,T,조기석,,,,,
783,"ASL Season 9
24강",김택용,P,승,이너코븐,패,Z,유진우,,,,,
784,,이경민,P,승,이너코븐,패,T,김태영,,,,,
785,,이경민,P,승,에스컬레이드,패,P,김택용,,,,,
786,,유진우,Z,패,에스컬레이드,승,T,김태영,,,,,
787,,김택용,P,승,네오 실피드,패,T,김태영,,,,,
788,,임홍규,Z,승,이너코븐,패,P,윤수철,,,,,
789,,송병구,P,승,이너코븐,패,T,정영재,,,,,
790,,송병구,P,승,에스컬레이드,패,Z,임홍규,,,,,
791,,윤수철,P,승,에스컬레이드,패,T,정영재,,,,,
792,,임홍규,Z,승,네오 실피드,패,P,윤수철,,,,,
793,,김민철,Z,승,이너코븐,패,P,원지훈,,,,,
794,,윤찬희,T,승,이너코븐,패,T,이성은,,,,,
795,,윤찬희,T,패,에스컬레이드,승,Z,김민철,,,,,
796,,원지훈,P,승,에스컬레이드,패,T,이성은,,,,,
797,,윤찬희,T,승,네오 실피드,패,P,원지훈,,,,,
798,,박성균,T,패,이너코븐,승,P,손경훈,,,,,
799,,이재호,T,승,이너코븐,패,T,박지수,,,,,
800,,이재호,T,패,에스컬레이드,승,P,손경훈,,,,,
801,,박성균,T,패,에스컬레이드,승,T,박지수,,,,,
802,,이재호,T,승,네오 실피드,패,T,박지수,,,,,
803,,도재욱,P,승,이너코븐,패,T,김지성,,,,,
804,,박준오,Z,패,이너코븐,승,Z,박상현,,,,,
805,,도재욱,P,패,에스컬레이드,승,Z,박상현,,,,,
806,,박준오,Z,패,에스컬레이드,승,T,김지성,,,,,
807,,도재욱,P,승,네오 실피드,패,T,김지성,,,,,
808,,변현제,P,패,이너코븐,승,T,황병영,,,,,
809,,유영진,T,승,이너코븐,패,Z,김명운,,,,,
810,,유영진,T,패,에스컬레이드,승,T,황병영,,,,,
811,,변현제,P,패,에스컬레이드,승,Z,김명운,,,,,
812,,유영진,T,패,네오 실피드,승,Z,김명운,,,,,
813,"ASL Season 9
16강",이영호,T,승,호라이즌 달 기지,패,T,윤찬희,,,,,
814,,이재호,T,승,호라이즌 달 기지,패,T,황병영,,,,,
815,,이재호,T,패,에스컬레이드,승,T,이영호,,,,,
816,,이재호,T,패,매치포인트,승,T,이영호,,,,,
817,,윤찬희,T,승,에스컬레이드,패,T,황병영,,,,,
818,,윤찬희,T,승,매치포인트,패,T,황병영,,,,,
819,,이재호,T,승,폴리포이드,패,T,윤찬희,,,,,
820,,이재호,T,승,이너코븐,패,T,윤찬희,,,,,
821,,장윤철,P,패,호라이즌 달 기지,승,P,송병구,,,,,
822,,이경민,P,패,호라이즌 달 기지,승,Z,임홍규,,,,,
823,,송병구,P,패,에스컬레이드,승,Z,임홍규,,,,,
824,,송병구,P,승,이너코븐,패,Z,임홍규,,,,,
825,,송병구,P,승,매치포인트,패,Z,임홍규,,,,,
826,,장윤철,P,승,히치하이커,패,P,이경민,,,,,
827,,장윤철,P,승,에스컬레이드,패,P,이경민,,,,,
828,,장윤철,P,승,폴리포이드,패,Z,임홍규,,,,,
829,,장윤철,P,패,매치포인트,승,Z,임홍규,,,,,
830,,장윤철,P,패,에스컬레이드,승,Z,임홍규,,,,,
831,,김성대,Z,승,호라이즌 달 기지,패,P,손경훈,,,,,
832,,박상현,Z,승,호라이즌 달 기지,패,Z,김민철,,,,,
833,,박상현,Z,패,매치포인트,승,Z,김성대,,,,,
834,,박상현,Z,승,네오 실피드,패,Z,김성대,,,,,
835,,박상현,Z,승,폴리포이드,패,Z,김성대,,,,,
836,,손경훈,P,패,히치하이커,승,Z,김민철,,,,,
837,,손경훈,P,승,네오 실피드,패,Z,김민철,,,,,
838,,손경훈,P,승,폴리포이드,패,Z,김민철,,,,,
839,,김성대,Z,승,네오 실피드,패,P,손경훈,,,,,
840,,김성대,Z,승,매치포인트,패,P,손경훈,,,,,
841,,조기석,T,패,호라이즌 달 기지,승,P,도재욱,,,,,
842,,김명운,Z,승,호라이즌 달 기지,패,P,김택용,,,,,
843,,김명운,Z,승,폴리포이드,패,P,도재욱,,,,,
844,,김명운,Z,승,네오 실피드,패,P,도재욱,,,,,
845,,조기석,T,승,네오 실피드,패,P,김택용,,,,,
