ASL,,,,,,,,,,,,,
경기번호,구분,선수명,종족,승/패,MAP,승/패,종족,선수명,,,,,
1271,,김명운,Z,패,버미어,승,P,김택용,,,,,
1272,,도재욱,P,패,버미어,승,Z,박상현,,,,,
1273,,김택용,P,패,이클립스,승,Z,박상현,,,,,
1274,,김택용,P,패,버터,승,Z,박상현,,,,,
1275,,도재욱,P,패,메타버스,승,Z,김명운,,,,,
1276,,도재욱,P,패,버터,승,Z,김명운,,,,,
1277,,김명운,Z,승,모노폴리,패,P,김택용,,,,,
1278,,김명운,Z,패,메타버스,승,P,김택용,,,,,
1279,,김명운,Z,패,이클립스,승,P,김택용,,,,,
1280,"ASL Season 13
8강",박상현,Z,승,모노폴리,패,T,유영진,,,,,
1281,,박상현,Z,승,버터,패,T,유영진,,,,,
1282,,박상현,Z,승,버미어,패,T,유영진,,,,,
1283,,김성대,Z,승,리볼버 SE,패,T,이재호,,,,,
1284,,김성대,Z,패,알레그로,승,T,이재호,,,,,
1285,,김성대,Z,패,이클립스,승,T,이재호,,,,,
1286,,김성대,Z,패,메타버스,승,T,이재호,,,,,
1287,,정영재,T,승,알레그로,패,P,김택용,,,,,
1288,,정영재,T,패,이클립스,승,P,김택용,,,,,
1289,,정영재,T,승,모노폴리,패,P,김택용,,,,,
1290,,정영재,T,패,리볼버 SE,승,P,김택용,,,,,
1291,,정영재,T,패,메타버스,승,P,김택용,,,,,
1292,,정윤종,P,패,리볼버 SE,승,Z,김민철,,,,,
1293,,정윤종,P,승,알레그로,패,Z,김민철,,,,,
1294,,정윤종,P,패,이클립스,승,Z,김민철,,,,,
1295,,정윤종,P,승,버미어,패,Z,김민철,,,,,
1296,,정윤종,P,승,버터,패,Z,김민철,,,,,
1297,"ASL Season 13
4강",이재호,T,승,알레그로,패,P,김택용,,,,,
1298,,이재호,T,승,이클립스,패,P,김택용,,,,,
1299,,이재호,T,패,모노폴리,승,P,김택용,,,,,
1300,,이재호,T,패,버터,승,P,김택용,,,,,
1301,,이재호,T,승,버미어,패,P,김택용,,,,,
1302,,이재호,T,승,리볼버 SE,패,P,김택용,,,,,
1303,,정윤종,P,승,리볼버 SE,패,Z,박상현,,,,,
1304,,정윤종,P,승,버미어,패,Z,박상현,,,,,
1305,,정윤종,P,패,버터,승,Z,박상현,,,,,
1306,,정윤종,P,패,알레그로,승,Z,박상현,,,,,
1307,,정윤종,P,승,이클립스,패,Z,박상현,,,,,
1308,,정윤종,P,승,모노폴리,패,Z,박상현,,,,,
1309,"ASL Season 13
3-4위전",박상현,Z,승,버미어,패,P,김택용,,,,,
1310,,박상현,Z,패,리볼버 SE,승,P,김택용,,,,,
1311,,박상현,Z,패,알레그로,승,P,김택용,,,,,
1312,,박상현,Z,승,이클립스,패,P,김택용,,,,,
1313,,박상현,Z,패,버터,승,P,김택용,,,,,
1314,"ASL Season 13
결승전",정윤종,P,패,이클립스,승,T,이재호,,,,,
1315,,정윤종,P,패,알레그로,승,T,이재호,,,,,
1316,,정윤종,P,패,리볼버 SE,승,T,이재호,,,,,
1317,,정윤종,P,패,버미어,승,T,이재호,,,,,
1318,"ASL Season 14
와일드카드",김성대,Z,승,메타버스,패,T,정영재,,,,,
1319,,김성대,Z,승,버미어 SE,패,T,정영재,,,,,
1320,,유영진,T,승,버터 2,패,Z,김민철,,,,,
1321,,유영진,T,승,버미어 SE,패,Z,김민철,,,,,
1322,,유영진,T,패,알레그로,승,Z,김성대,,,,,
1323,,유영진,T,승,메타버스,패,Z,김성대,,,,,
1324,,유영진,T,패,버미어 SE,승,Z,김성대,,,,,
1325,"ASL Season 14
24강",변현제,P,승,버터 2,패,T,임진묵,,,,,
1326,,도재욱,P,승,버터 2,패,Z,이예훈,,,,,
1327,,도재욱,P,승,알레그로,패,P,변현제,,,,,
1328,,임진묵,T,패,알레그로,승,Z,이예훈,,,,,
1329,,변현제,P,승,실피드 3,패,Z,이예훈,,,,,
1330,,조일장,Z,승,버터 2,패,Z,김경모,,,,,
1331,,김윤중,P,패,버터 2,승,T,황병영,,,,,
1332,,조일장,Z,승,알레그로,패,T,황병영,,,,,
1333,,김윤중,P,승,오디세이,패,Z,김경모,,,,,
1334,,김윤중,P,패,네메시스,승,T,황병영,,,,,
1335,,김명운,Z,승,버터 2,패,Z,한두열,,,,,
1336,,조기석,T,승,버터 2,패,T,김지성,,,,,
1337,,조기석,T,패,알레그로,승,Z,김명운,,,,,
1338,,한두열,Z,패,오디세이,승,T,김지성,,,,,
1339,,조기석,T,패,실피드 3,승,T,김지성,,,,,
1340,,김민철,Z,승,버터 2,패,Z,오진식,,,,,
1341,,정영재,T,패,버터 2,승,T,최호선,,,,,
1342,,김민철,Z,승,네오 알카노이드,패,T,최호선,,,,,
1343,,정영재,T,승,알레그로,패,Z,오진식,,,,,
1344,,정영재,T,패,버미어 SE,승,T,최호선,,,,,
1345,,장윤철,P,승,버터 2,패,T,구성훈,,,,,
1346,,이영한,Z,승,버터 2,패,Z,이제동,,,,,
1347,,이영한,Z,패,오디세이,승,P,장윤철,,,,,
1348,,구성훈,T,패,네오 알카노이드,승,Z,이제동,,,,,
1349,,이영한,Z,승,실피드 3,패,Z,이제동,,,,,
1350,,유영진,T,승,버터 2,패,P,윤용태,,,,,
1351,,윤찬희,T,패,버터 2,승,P,이경민,,,,,
1352,,유영진,T,승,알레그로,패,P,이경민,,,,,
1353,,윤찬희,T,승,알레그로,패,P,윤용태,,,,,
1354,,윤찬희,T,승,버미어 SE,패,P,이경민,,,,,
1355,"ASL Season 14
16강",이재호,T,승,버미어 SE,패,T,황병영,,,,,
1356,,윤찬희,T,패,버미어 SE,승,Z,이영한,,,,,
1357,,이재호,T,패,버터 2,승,Z,이영한,,,,,
1358,,이재호,T,승,오디세이,패,Z,이영한,,,,,
1359,,이재호,T,승,실피드 3,패,Z,이영한,,,,,
1360,,윤찬희,T,패,버터 2,승,T,황병영,,,,,
1361,,윤찬희,T,승,네메시스,패,T,황병영,,,,,
1362,,윤찬희,T,패,실피드 3,승,T,황병영,,,,,
1363,,황병영,T,승,오디세이,패,Z,이영한,,,,,
1364,,황병영,T,패,네메시스,승,Z,이영한,,,,,
1365,,황병영,T,패,버터 2,승,Z,이영한,,,,,
1366,,김택용,P,승,버미어 SE,패,T,최호선,,,,,
1367,,유영진,T,패,버미어 SE,승,P,도재욱,,,,,
1368,,김택용,P,패,실피드 3,승,P,도재욱,,,,,
1369,,김택용,P,승,버터 2,패,P,도재욱,,,,,
1370,,김택용,P,승,알레그로,패,P,도재욱,,,,,
1371,,유영진,T,승,오디세이,패,T,최호선,,,,,
1372,,유영진,T,승,버터 2,패,T,최호선,,,,,
1373,,유영진,T,패,실피드 3,승,P,도재욱,,,,,
1374,,유영진,T,승,버터 2,패,P,도재욱,,,,,
1375,,유영진,T,승,네메시스,패,P,도재욱,,,,,
1376,,박상현,Z,패,버미어 SE,승,P,장윤철,,,,,
1377,,김명운,Z,승,버미어 SE,패,Z,김민철,,,,,
1378,,김명운,Z,승,네오 알카노이드,패,P,장윤철,,,,,
1379,,김명운,Z,패,네메시스,승,P,장윤철,,,,,
1380,,김명운,Z,패,오디세이,승,P,장윤철,,,,,
1381,,박상현,Z,승,버터 2,패,Z,김민철,,,,,
1382,,박상현,Z,패,네메시스,승,Z,김민철,,,,,
1383,,박상현,Z,패,실피드 3,승,Z,김민철,,,,,
1384,,김명운,Z,패,네메시스,승,Z,김민철,,,,,
1385,,김명운,Z,패,오디세이,승,Z,김민철,,,,,
1386,,김성대,Z,패,버미어 SE,승,T,김지성,,,,,
1387,,조일장,Z,승,버미어 SE,패,P,변현제,,,,,
1388,,조일장,Z,패,버터 2,승,T,김지성,,,,,
1389,,조일장,Z,패,네메시스,승,T,김지성,,,,,
1390,,김성대,Z,패,네오 알카노이드,승,P,변현제,,,,,
1391,,김성대,Z,패,오디세이,승,P,변현제,,,,,
1392,,조일장,Z,패,실피드 3,승,P,변현제,,,,,
1393,,조일장,Z,승,네메시스,패,P,변현제,,,,,
1394,,조일장,Z,승,네오 알카노이드,패,P,변현제,,,,,
1395,"ASL Season 14
8강",김지성,T,승,알레그로,패,Z,이영한,,,,,
1396,,김지성,T,승,네오 알카노이드,패,Z,이영한,,,,,
1397,,김지성,T,승,버미어 SE,패,Z,이영한,,,,,
1398,,김택용,P,패,버터 2,승,Z,김민철,,,,,
1399,,김택용,P,승,버미어 SE,패,Z,김민철,,,,,
1400,,김택용,P,패,네메시스,승,Z,김민철,,,,,
1401,,김택용,P,승,실피드 3,패,Z,김민철,,,,,
1402,,김택용,P,패,오디세이,승,Z,김민철,,,,,
1403,,이재호,T,승,버터 2,패,T,유영진,,,,,
1404,,이재호,T,패,알레그로,승,T,유영진,,,,,
1405,,이재호,T,승,오디세이,패,T,유영진,,,,,
1406,,이재호,T,패,버미어 SE,승,T,유영진,,,,,
1407,,이재호,T,패,네메시스,승,T,유영진,,,,,
1408,,장윤철,P,패,오디세이,승,Z,조일장,,,,,
1409,,장윤철,P,패,알레그로,승,Z,조일장,,,,,
1410,,장윤철,P,패,네메시스,승,Z,조일장,,,,,
1411,"ASL Season 14
4강",김지성,T,패,네오 알카노이드,승,Z,김민철,,,,,
1412,,김지성,T,승,네메시스,패,Z,김민철,,,,,
1413,,김지성,T,승,버미어 SE,패,Z,김민철,,,,,
1414,,김지성,T,패,알레그로,승,Z,김민철,,,,,
1415,,김지성,T,승,오디세이,패,Z,김민철,,,,,
1416,,김지성,T,패,실피드 3,승,Z,김민철,,,,,
1417,,김지성,T,승,버터 2,패,Z,김민철,,,,,
1418,,유영진,T,패,오디세이,승,Z,조일장,,,,,
1419,,유영진,T,승,알레그로,패,Z,조일장,,,,,
1420,,유영진,T,승,네오 알카노이드,패,Z,조일장,,,,,
1421,,유영진,T,패,버미어 SE,승,Z,조일장,,,,,
1422,,유영진,T,패,네메시스,승,Z,조일장,,,,,
1423,,유영진,T,승,버터 2,패,Z,조일장,,,,,
1424,,유영진,T,승,실피드 3,패,Z,조일장,,,,,
1425,"ASL Season 14
3-4위전",김민철,Z,승,버터 2,패,Z,조일장,,,,,
1426,,김민철,Z,승,오디세이,패,Z,조일장,,,,,
1427,,김민철,Z,패,버미어 SE,승,Z,조일장,,,,,
1428,,김민철,Z,패,네메시스,승,Z,조일장,,,,,
1429,,김민철,Z,승,네오 알카노이드,패,Z,조일장,,,,,
1430,"ASL Season 14
결승전",김지성,T,승,알레그로,패,T,유영진,,,,,
1431,,김지성,T,패,네오 알카노이드,승,T,유영진,,,,,
1432,,김지성,T,승,버미어 SE,패,T,유영진,,,,,
1433,,김지성,T,승,오디세이,패,T,유영진,,,,,
1434,,김지성,T,패,실피드 3,승,T,유영진,,,,,
1435,,김지성,T,승,네메시스,패,T,유영진,,,,,
1436,"ASL Season 15
24강",변현제,P,승,신 단장의 능선,패,T,구성훈,,,,,
1437,,김성대,Z,승,신 단장의 능선,패,T,최호선,,,,,
1438,,김성대,Z,승,다크 오리진,패,P,변현제,,,,,
1439,,구성훈,T,패,다크 오리진,승,T,최호선,,,,,
1440,,변현제,P,패,레트로,승,T,최호선,,,,,
1441,,김택용,P,승,신 단장의 능선,패,Z,고석현,,,,,
1442,,조기석,T,패,신 단장의 능선,승,T,황병영,,,,,
1443,,김택용,P,승,다크 오리진,패,T,황병영,,,,,
1444,,조기석,T,패,다크 오리진,승,Z,고석현,,,,,
1445,,고석현,Z,패,버미어 SE,승,T,황병영,,,,,
1446,,박상현,Z,패,신 단장의 능선,승,T,김태영,,,,,
1447,,도재욱,P,승,신 단장의 능선,패,T,박성균,,,,,
1448,,도재욱,P,승,다크 오리진,패,T,김태영,,,,,
1449,,박상현,Z,패,다크 오리진,승,T,박성균,,,,,
1450,,김태영,T,패,버미어 SE,승,T,박성균,,,,,
1451,,장윤철,P,승,신 단장의 능선,패,T,정민기,,,,,
1452,,김윤중,P,패,신 단장의 능선,승,Z,이제동,,,,,
1453,,장윤철,P,승,다크 오리진,패,Z,이제동,,,,,
1454,,김윤중,P,패,76,승,T,정민기,,,,,
1455,,정민기,T,패,레트로,승,Z,이제동,,,,,
1456,,김명운,Z,승,신 단장의 능선,패,P,홍덕,,,,,
1457,,이영한,Z,승,신 단장의 능선,패,T,윤찬희,,,,,
1458,,이영한,Z,패,네메시스,승,Z,김명운,,,,,
1459,,홍덕,P,승,다크 오리진,패,T,윤찬희,,,,,
1460,,홍덕,P,패,실피드 3,승,Z,이영한,,,,,
1461,,이재호,T,승,신 단장의 능선,패,Z,이예훈,,,,,
1462,,정영재,T,패,신 단장의 능선,승,P,송병구,,,,,
1463,,이재호,T,승,다크 오리진,패,P,송병구,,,,,
1464,,정영재,T,승,네메시스,패,Z,이예훈,,,,,
1465,,정영재,T,승,실피드 3,패,P,송병구,,,,,
1466,"ASL Season 15
16강",김지성,T,패,실피드 3,승,Z,이영한,,,,,
1467,,이제동,Z,승,실피드 3,패,Z,김성대,,,,,
1468,,이제동,Z,패,네메시스,승,Z,이영한,,,,,
1469,,이제동,Z,승,레트로,패,Z,이영한,,,,,
1470,,이제동,Z,승,다크 오리진,패,Z,이영한,,,,,
1471,,김지성,T,패,다크 오리진,승,Z,김성대,,,,,
1472,,김지성,T,패,레트로,승,Z,김성대,,,,,
1473,,이영한,Z,패,네메시스,승,Z,김성대,,,,,
1474,,이영한,Z,패,버미어 SE,승,Z,김성대,,,,,
1475,,유영진,T,승,실피드 3,패,T,황병영,,,,,
1476,,김명운,Z,패,실피드 3,승,T,정영재,,,,,
1477,,유영진,T,패,다크 오리진,승,T,정영재,,,,,
1478,,유영진,T,승,네메시스,패,T,정영재,,,,,
1479,,유영진,T,패,신 단장의 능선,승,T,정영재,,,,,
1480,,김명운,Z,승,신 단장의 능선,패,T,황병영,,,,,
1481,,김명운,Z,승,다크 오리진,패,T,황병영,,,,,
1482,,김명운,Z,승,다크 오리진,패,T,유영진,,,,,
1483,,김명운,Z,패,신 단장의 능선,승,T,유영진,,,,,
1484,,김명운,Z,승,레트로,패,T,유영진,,,,,
1485,,김민철,Z,패,실피드 3,승,P,도재욱,,,,,
1486,,장윤철,P,패,실피드 3,승,T,이재호,,,,,
1487,,도재욱,P,패,레트로,승,T,이재호,,,,,
1488,,도재욱,P,승,76,패,T,이재호,,,,,
1489,,도재욱,P,승,네메시스,패,T,이재호,,,,,
1490,,장윤철,P,패,76,승,Z,김민철,,,,,
1491,,장윤철,P,패,다크 오리진,승,Z,김민철,,,,,
1492,,김민철,Z,패,네메시스,승,T,이재호,,,,,
1493,,김민철,Z,승,다크 오리진,패,T,이재호,,,,,
1494,,김민철,Z,승,버미어 SE,패,T,이재호,,,,,
1495,,조일장,Z,승,실피드 3,패,T,최호선,,,,,
1496,,박성균,T,승,실피드 3,패,P,김택용,,,,,
1497,,박성균,T,패,신 단장의 능선,승,Z,조일장,,,,,
1498,,박성균,T,승,레트로,패,Z,조일장,,,,,
1499,,박성균,T,승,네메시스,패,Z,조일장,,,,,
1500,,최호선,T,패,레트로,승,P,김택용,,,,,
1501,,최호선,T,패,76,승,P,김택용,,,,,
1502,,조일장,Z,승,다크 오리진,패,P,김택용,,,,,
1503,,조일장,Z,승,버미어 SE,패,P,김택용,,,,,
1504,"ASL Season 15
8강",도재욱,P,패,실피드 3,승,Z,김성대,,,,,
1505,,도재욱,P,승,신 단장의 능선,패,Z,김성대,,,,,
1506,,도재욱,P,승,네메시스,패,Z,김성대,,,,,
1507,,도재욱,P,승,버미어 SE,패,Z,김성대,,,,,
1508,,박성균,T,패,실피드 3,승,Z,김명운,,,,,
1509,,박성균,T,승,76,패,Z,김명운,,,,,
1510,,박성균,T,승,버미어 SE,패,Z,김명운,,,,,
1511,,박성균,T,패,다크 오리진,승,Z,김명운,,,,,
1512,,박성균,T,승,레트로,패,Z,김명운,,,,,
1513,,이제동,Z,패,실피드 3,승,Z,조일장,,,,,
1514,,이제동,Z,패,다크 오리진,승,Z,조일장,,,,,
1515,,이제동,Z,패,신 단장의 능선,승,Z,조일장,,,,,
1516,,정영재,T,승,버미어 SE,패,Z,김민철,,,,,
1517,,정영재,T,패,신 단장의 능선,승,Z,김민철,,,,,
1518,,정영재,T,승,실피드 3,패,Z,김민철,,,,,
1519,,정영재,T,패,다크 오리진,승,Z,김민철,,,,,
1520,,정영재,T,승,레트로,패,Z,김민철,,,,,
1521,"ASL Season 15
4강",도재욱,P,패,신 단장의 능선,승,T,박성균,,,,,
1522,,도재욱,P,패,버미어 SE,승,T,박성균,,,,,
1523,,도재욱,P,승,76,패,T,박성균,,,,,
1524,,도재욱,P,패,실피드 3,승,T,박성균,,,,,
1525,,도재욱,P,승,다크 오리진,패,T,박성균,,,,,
1526,,도재욱,P,패,레트로,승,T,박성균,,,,,
1527,,조일장,Z,승,실피드 3,패,T,정영재,,,,,
1528,,조일장,Z,승,신 단장의 능선,패,T,정영재,,,,,
1529,,조일장,Z,패,버미어 SE,승,T,정영재,,,,,
1530,,조일장,Z,패,다크 오리진,승,T,정영재,,,,,
1531,,조일장,Z,승,네메시스,패,T,정영재,,,,,
1532,,조일장,Z,패,레트로,승,T,정영재,,,,,
1533,,조일장,Z,패,76,승,T,정영재,,,,,
1534,"ASL Season 15
결승전",박성균,T,패,버미어 SE,승,T,정영재,,,,,
1535,,박성균,T,승,다크 오리진,패,T,정영재,,,,,
1536,,박성균,T,패,실피드 3,승,T,정영재,,,,,
1537,,박성균,T,패,신 단장의 능선,승,T,정영재,,,,,
1538,,박성균,T,패,레트로,승,T,정영재,,,,,
1539,"ASL Season 16
24강",변현제,P,승,아포칼립스,패,T,신상문,,,,,
1540,,박상현,Z,승,아포칼립스,패,T,윤찬희,,,,,
1541,,박상현,Z,승,인베이더,패,P,변현제,,,,,
1542,,신상문,T,승,라 캄파넬라,패,T,윤찬희,,,,,
1543,,변현제,P,승,네오 다크 오리진,패,T,신상문,,,,,
1544,,김민철,Z,패,아포칼립스,승,Z,김윤환,,,,,
1545,,정윤종,P,승,아포칼립스,패,T,염보성,,,,,
1546,,정윤종,P,패,인베이더,승,Z,김윤환,,,,,
1547,,김민철,Z,승,템페스트,패,T,염보성,,,,,
1548,,정윤종,P,패,레트로,승,Z,김민철,,,,,
1549,,장윤철,P,패,아포칼립스,승,Z,박준오,,,,,
1550,,김지성,T,패,아포칼립스,승,P,김윤중,,,,,
1551,,박준오,Z,승,템페스트,패,P,김윤중,,,,,
1552,,김지성,T,승,템페스트,패,P,장윤철,,,,,
1553,,김지성,T,승,레트로,패,P,김윤중,,,,,
1554,,이재호,T,승,아포칼립스,패,P,윤용태,,,,,
1555,,김성대,Z,승,아포칼립스,패,Z,김정우,,,,,
1556,,김성대,Z,승,라 캄파넬라,패,T,이재호,,,,,
1557,,윤용태,P,패,라 캄파넬라,승,Z,김정우,,,,,
1558,,이재호,T,패,레트로,승,Z,김정우,,,,,
1559,,김명운,Z,패,아포칼립스,승,T,김태영,,,,,
1560,,조기석,T,승,아포칼립스,패,Z,이제동,,,,,
1561,,조기석,T,승,인베이더,패,T,김태영,,,,,
1562,,김명운,Z,승,인베이더,패,Z,이제동,,,,,
1563,,김명운,Z,패,레트로,승,T,김태영,,,,,
1564,,유영진,T,승,아포칼립스,패,Z,인치호,,,,,
1565,,김택용,P,패,아포칼립스,승,P,송병구,,,,,
1566,,유영진,T,승,템페스트,패,P,송병구,,,,,
1567,,김택용,P,승,템페스트,패,Z,인치호,,,,,
1568,,김택용,P,승,폴리포이드,패,P,송병구,,,,,
1569,"ASL Season 16
16강",정영재,T,승,레트로,패,Z,김윤환,,,,,
1570,,박상현,Z,패,레트로,승,Z,김정우,,,,,
1571,,정영재,T,패,아포칼립스,승,Z,김정우,,,,,
1572,,정영재,T,패,네오 다크 오리진,승,Z,김정우,,,,,
1573,,박상현,Z,패,폴리포이드,승,Z,김윤환,,,,,
1574,,박상현,Z,승,아포칼립스,패,Z,김윤환,,,,,
1575,,박상현,Z,패,라 캄파넬라,승,Z,김윤환,,,,,
1576,,정영재,T,승,템페스트,패,Z,김윤환,,,,,
1577,,정영재,T,승,라 캄파넬라,패,Z,김윤환,,,,,
1578,,박성균,T,승,레트로,패,Z,박준오,,,,,
1579,,변현제,P,패,레트로,승,T,유영진,,,,,
1580,,박성균,T,승,폴리포이드,패,T,유영진,,,,,
1581,,박성균,T,패,라 캄파넬라,승,T,유영진,,,,,
1582,,박성균,T,패,아포칼립스,승,T,유영진,,,,,
1583,,변현제,P,승,아포칼립스,패,Z,박준오,,,,,
1584,,변현제,P,승,폴리포이드,패,Z,박준오,,,,,
1585,,변현제,P,승,폴리포이드,패,T,박성균,,,,,
1586,,변현제,P,패,템페스트,승,T,박성균,,,,,
1587,,변현제,P,승,인베이더,패,T,박성균,,,,,
1588,,조일장,Z,승,레트로,패,T,김태영,,,,,
1589,,김민철,Z,승,레트로,패,P,김택용,,,,,
1590,,김민철,Z,패,폴리포이드,승,Z,조일장,,,,,
1591,,김민철,Z,승,인베이더,패,Z,조일장,,,,,
1592,,김민철,Z,승,네오 다크 오리진,패,Z,조일장,,,,,
1593,,김태영,T,패,템페스트,승,P,김택용,,,,,
1594,,김태영,T,승,폴리포이드,패,P,김택용,,,,,
1595,,김태영,T,승,인베이더,패,P,김택용,,,,,
1596,,조일장,Z,승,네오 다크 오리진,패,T,김태영,,,,,
1597,,조일장,Z,승,폴리포이드,패,T,김태영,,,,,
1598,,도재욱,P,패,레트로,승,T,조기석,,,,,
1599,,김성대,Z,승,레트로,패,T,김지성,,,,,
1600,,김성대,Z,승,인베이더,패,T,조기석,,,,,
1601,,김성대,Z,패,네오 다크 오리진,승,T,조기석,,,,,
1602,,김성대,Z,패,아포칼립스,승,T,조기석,,,,,
1603,,도재욱,P,승,템페스트,패,T,김지성,,,,,
1604,,도재욱,P,승,아포칼립스,패,T,김지성,,,,,
1605,,김성대,Z,패,템페스트,승,P,도재욱,,,,,
1606,,김성대,Z,승,인베이더,패,P,도재욱,,,,,
1607,,김성대,Z,승,네오 다크 오리진,패,P,도재욱,,,,,
1608,"ASL Season 16
8강",유영진,T,승,폴리포이드,패,Z,조일장,,,,,
1609,,유영진,T,승,네오 다크 오리진,패,Z,조일장,,,,,
1610,,유영진,T,승,라 캄파넬라,패,Z,조일장,,,,,
1611,,김민철,Z,패,템페스트,승,T,정영재,,,,,
1612,,김민철,Z,패,폴리포이드,승,T,정영재,,,,,
1613,,김민철,Z,승,인베이더,패,T,정영재,,,,,
1614,,김민철,Z,승,레트로,패,T,정영재,,,,,
1615,,김민철,Z,승,라 캄파넬라,패,T,정영재,,,,,
1616,,조기석,T,승,폴리포이드,패,P,변현제,,,,,
1617,,조기석,T,패,네오 다크 오리진,승,P,변현제,,,,,
1618,,조기석,T,패,라 캄파넬라,승,P,변현제,,,,,
1619,,조기석,T,패,인베이더,승,P,변현제,,,,,
1620,,김정우,Z,승,폴리포이드,패,Z,김성대,,,,,
1621,,김정우,Z,승,네오 다크 오리진,패,Z,김성대,,,,,
1622,,김정우,Z,승,인베이더,패,Z,김성대,,,,,
1623,"ASL Season 16
4강",유영진,T,승,폴리포이드,패,Z,김민철,,,,,
1624,,유영진,T,승,인베이더,패,Z,김민철,,,,,
1625,,유영진,T,패,아포칼립스,승,Z,김민철,,,,,
1626,,유영진,T,패,템페스트,승,Z,김민철,,,,,
1627,,유영진,T,승,라 캄파넬라,패,Z,김민철,,,,,
1628,,유영진,T,패,네오 다크 오리진,승,Z,김민철,,,,,
1629,,유영진,T,패,레트로,승,Z,김민철,,,,,
1630,,변현제,P,승,인베이더,패,Z,김정우,,,,,
1631,,변현제,P,승,레트로,패,Z,김정우,,,,,
1632,,변현제,P,승,아포칼립스,패,Z,김정우,,,,,
1633,,변현제,P,승,폴리포이드,패,Z,김정우,,,,,
1634,"ASL Season 16
결승전",김민철,Z,승,템페스트,패,P,변현제,,,,,
1635,,김민철,Z,승,라 캄파넬라,패,P,변현제,,,,,
1636,,김민철,Z,승,네오 다크 오리진,패,P,변현제,,,,,
1637,,김민철,Z,패,레트로,승,P,변현제,,,,,
1638,,김민철,Z,승,인베이더,패,P,변현제,,,,,
1639,"ASL Season 17
와일드카드",조기석,T,승,레트로,패,T,정영재,,,,,
1640,,조기석,T,패,라 캄파넬라,승,T,정영재,,,,,
1641,,조기석,T,승,폴리포이드,패,T,정영재,,,,,
1642,,조일장,Z,패,라 캄파넬라,승,Z,김성대,,,,,
1643,,조일장,Z,패,레트로,승,Z,김성대,,,,,
1644,,조기석,T,승,인베이더,패,Z,김성대,,,,,
1645,,조기석,T,승,라 캄파넬라,패,Z,김성대,,,,,
1646,"ASL Season 17
24강",이재호,T,승,라데온,패,Z,서문지훈,,,,,
1647,,김택용,P,승,라데온,패,T,염보성,,,,,
1648,,김택용,P,승,트로이 SE,패,T,이재호,,,,,
1649,,서문지훈,Z,패,시타델,승,T,염보성,,,,,
1650,,이재호,T,승,레트로,패,T,염보성,,,,,
1651,,조일장,Z,승,라데온,패,Z,박준오,,,,,
1652,,박성균,T,승,라데온,패,P,송병구,,,,,
1653,,박성균,T,승,블리츠 Y,패,Z,조일장,,,,,
1654,,박준오,Z,패,블리츠 Y,승,P,송병구,,,,,
1655,,조일장,Z,승,레트로,패,P,송병구,,,,,
1656,,도재욱,P,승,라데온,패,T,윤종현,,,,,
1657,,김성대,Z,승,라데온,패,T,최호선,,,,,
1658,,김성대,Z,패,시타델,승,P,도재욱,,,,,
1659,,윤종현,T,패,블리츠 Y,승,T,최호선,,,,,
1660,,김성대,Z,승,레트로,패,T,최호선,,,,,
1661,,정영재,T,승,라데온,패,T,전태양,,,,,
1662,,김윤중,P,승,라데온,패,Z,이제동,,,,,
1663,,김윤중,P,패,블리츠 Y,승,T,정영재,,,,,
1664,,전태양,T,승,블리츠 Y,패,Z,이제동,,,,,
1665,,김윤중,P,승,레트로,패,T,전태양,,,,,
1666,,장윤철,P,승,라데온,패,T,이영웅,,,,,
1667,,윤찬희,T,패,라데온,승,Z,이영한,,,,,
1668,,장윤철,P,승,시타델,패,Z,이영한,,,,,
1669,,이영웅,T,패,블리츠 Y,승,T,윤찬희,,,,,
1670,,윤찬희,T,승,아포칼립스,패,Z,이영한,,,,,
1671,,김지성,T,패,라데온,승,Z,유진우,,,,,
1672,,정윤종,P,패,라데온,승,T,황병영,,,,,
1673,,유진우,Z,패,시타델,승,T,황병영,,,,,
1674,,정윤종,P,패,블리츠 Y,승,T,김지성,,,,,
1675,,김지성,T,승,레트로,패,Z,유진우,,,,,
1676,"ASL Season 17
16강",김민철,Z,승,아포칼립스,패,T,윤찬희,,,,,
1677,,김택용,P,승,아포칼립스,패,T,정영재,,,,,
1678,,김택용,P,패,블리츠 Y,승,Z,김민철,,,,,
1679,,김택용,P,패,시타델,승,Z,김민철,,,,,
1680,,윤찬희,T,패,네오 다크 오리진,승,T,정영재,,,,,
1681,,윤찬희,T,승,블리츠 Y,패,T,정영재,,,,,
1682,,윤찬희,T,패,라데온,승,T,정영재,,,,,
1683,,김택용,P,승,네오 다크 오리진,패,T,정영재,,,,,
1684,,김택용,P,승,레트로,패,T,정영재,,,,,
1685,,변현제,P,패,아포칼립스,승,T,황병영,,,,,
1686,,김지성,T,패,아포칼립스,승,Z,조일장,,,,,
1687,,황병영,T,패,라데온,승,Z,조일장,,,,,
1688,,황병영,T,패,네오 다크 오리진,승,Z,조일장,,,,,
1689,,김지성,T,패,네오 다크 오리진,승,P,변현제,,,,,
1690,,김지성,T,패,레트로,승,P,변현제,,,,,
1691,,변현제,P,승,시타델,패,T,황병영,,,,,
1692,,변현제,P,승,레트로,패,T,황병영,,,,,
1693,,유영진,T,승,아포칼립스,패,P,김윤중,,,,,
1694,,도재욱,P,승,아포칼립스,패,T,이재호,,,,,
